Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
903 Union St,Nurseline/AMR,4/2/23 15:27,47.611557,-122.330191,POINT (-122.330191 47.611557),F230040025
8325 44th Ave S,Aid Response,4/2/23 15:30,47.528388,-122.278011,POINT (-122.278011 47.528388),F230040026
2227 Ne 82nd St,Activated CO Detector,4/2/23 15:42,47.688517,-122.304069,POINT (-122.304069 47.688517),F230040030
10049 College Way N,Aid Response,4/2/23 15:43,47.701742,-122.335029,POINT (-122.335029 47.701742),F230040028
401 2nd Ave Et S,Aid Response,4/2/23 15:45,47.600878,-122.331215,POINT (-122.331215 47.600878),F230040029
11501 15th Ave Ne,Nurseline/AMR,4/2/23 15:50,47.712167,-122.312433,POINT (-122.312433 47.712167),F230040031
4012 S Holden St,Alarm Bell,4/2/23 15:54,47.533367,-122.281327,POINT (-122.281327 47.533367),F230040032
1124 Pike St,Aid Response,4/2/23 15:55,47.61358,-122.328642,POINT (-122.328642 47.61358),F230040033
4th Ave S / Edgar Martinez Dr S,Aid Response,4/2/23 15:57,47.590311,-122.32905,POINT (-122.32905 47.590311),F230040034
4814 S Director St,Medic Response,4/2/23 15:57,47.522342,-122.272746,POINT (-122.272746 47.522342),F230040035
805 4th Ave N,Aid Response,4/2/23 16:03,47.626322,-122.348863,POINT (-122.348863 47.626322),F230040036
4157 38th Ave Sw,Medic Response,4/2/23 16:09,47.566143,-122.380088,POINT (-122.380088 47.566143),F230040040
11030 5th Ave Ne,Auto Fire Alarm,4/2/23 16:13,47.709488,-122.323301,POINT (-122.323301 47.709488),F230040042
2024 3rd Ave,Aid Response,4/2/23 16:13,47.612578,-122.341197,POINT (-122.341197 47.612578),F230040041
14025 15th Ave Ne,Food On The Stove,4/2/23 16:24,47.730477,-122.312702,POINT (-122.312702 47.730477),F230040045
5th Ave / Spring St,Medic Response- 7 per Rule,4/2/23 16:24,47.607266,-122.332451,POINT (-122.332451 47.607266),F230040044
100 Melrose Ave E,Nurseline/AMR,4/2/23 16:35,47.618497,-122.327854,POINT (-122.327854 47.618497),F230040048
1000 Denny Way,Auto Fire Alarm,4/2/23 16:38,47.618529,-122.337282,POINT (-122.337282 47.618529),F230040049
Sb I5 At Pike,MVI - Motor Vehicle Incident,4/2/23 16:39,47.616393,-122.329156,POINT (-122.329156 47.616393),F230040050
2717 Dexter Ave N,Triaged Incident,4/2/23 16:43,47.644374,-122.346913,POINT (-122.346913 47.644374),F230040052
2122 14th Ave S,Aid Response,4/2/23 16:51,47.584357,-122.314686,POINT (-122.314686 47.584357),F230040053
6901 M L King Jr Way S,Aid Response,4/2/23 17:03,47.540684,-122.283048,POINT (-122.283048 47.540684),F230040055
326 9th Ave,Auto Fire Alarm,4/2/23 17:07,47.603593,-122.322954,POINT (-122.322954 47.603593),F230040057
7th Ave N / Harrison St,Aid Response,4/2/23 17:09,47.622061,-122.343675,POINT (-122.343675 47.622061),F230040056
CORLISS AVE N / N 65TH ST,Aid Response,4/2/23 17:15,47.675964,-122.330846,POINT (-122.330846 47.675964),F230040058
3268 Sw Avalon Way,Auto Fire Alarm,4/2/23 17:17,47.564209,-122.373131,POINT (-122.373131 47.564209),F230040059
308 14TH AVE S,Aid Response,4/2/23 17:24,47.599944,-122.314135,POINT (-122.314135 47.599944),F230040061
3414 3rd Ave W,Aid Response,4/2/23 17:30,47.650833,-122.360877,POINT (-122.360877 47.650833),F230040063
118 Bell St,Aid Response,4/2/23 17:32,47.613497,-122.346355,POINT (-122.346355 47.613497),F230040064
2nd Ave / Yesler Way,Aid Response,4/2/23 17:35,47.601719,-122.331984,POINT (-122.331984 47.601719),F230040066
201 S Jackson St,Aid Response,4/2/23 17:39,47.599201,-122.331566,POINT (-122.331566 47.599201),F230040068
24th Ave Nw / Nw 80th St,MVI - Motor Vehicle Incident,4/2/23 17:39,47.686803,-122.387593,POINT (-122.387593 47.686803),F230040067
2715 25th Ave S,Aid Response,4/2/23 17:48,47.579039,-122.300283,POINT (-122.300283 47.579039),F230040069
2200 E Madison St,Aid Response,4/2/23 17:54,47.61842,-122.30365,POINT (-122.30365 47.61842),F230040070
9416 1st Ave Ne,Auto Fire Alarm,4/2/23 17:55,47.696959,-122.328446,POINT (-122.328446 47.696959),F230040071
309 1st Ave S,Aid Response,4/2/23 17:57,47.599967,-122.334185,POINT (-122.334185 47.599967),F230040073
210 Alaskan Way S,Aid Response,4/2/23 18:14,47.600593,-122.335915,POINT (-122.335915 47.600593),F230040077
1525 10th Ave,Medic Response- Overdose,4/2/23 18:16,47.614369,-122.319451,POINT (-122.319451 47.614369),F230040078
3860 51st Ave Ne,Medic Response,4/2/23 18:17,47.656351,-122.272453,POINT (-122.272453 47.656351),F230040079
2230 E Union St,Aid Response,4/2/23 18:37,47.612935,-122.303352,POINT (-122.303352 47.612935),F230040080
SB I5 AT 50,MVI Freeway,4/2/23 18:41,47.661199,-122.322412,POINT (-122.322412 47.661199),F230040081
3rd Ave / Pike St,Medic Response- Overdose,4/2/23 18:44,47.60975,-122.337793,POINT (-122.337793 47.60975),F230040082
5512 Woodlawn Ave N,Fire in Building,4/2/23 18:45,47.66877,-122.337995,POINT (-122.337995 47.66877),F230040084
1916 Queen Anne Ave N,Medic Response,4/2/23 18:46,47.636048,-122.356954,POINT (-122.356954 47.636048),F230040085
2611 S Dearborn St,Aid Response,4/2/23 18:48,47.595541,-122.298643,POINT (-122.298643 47.595541),F230040087
5512 Woodlawn Ave N,Medic Response,4/2/23 18:49,47.66877,-122.337995,POINT (-122.337995 47.66877),F230040088
35th Ave Sw / Sw Kenyon St,Aid Response,4/2/23 18:55,47.531915,-122.376633,POINT (-122.376633 47.531915),F230040089
E John St / 10th Ave E,Aid Response,4/2/23 19:03,47.619917,-122.319539,POINT (-122.319539 47.619917),F230040091
2045 41st Ave E,Medic Response,4/2/23 19:09,47.637281,-122.279625,POINT (-122.279625 47.637281),F230040093
300 Roy St,Low Acuity Response,4/2/23 19:10,47.625438,-122.35148,POINT (-122.35148 47.625438),F230040094
1200 University St,Aid Response,4/2/23 19:10,,,,F230040095
5433 Leary Ave Nw,Medic Response,4/2/23 19:11,47.667504,-122.38311,POINT (-122.38311 47.667504),F230040096
1200 University St,Medic Response,4/2/23 19:12,47.611943,-122.325987,POINT (-122.325987 47.611943),F230040097
3rd Ave / Bell St,Triaged Incident,4/2/23 19:14,47.614705,-122.344794,POINT (-122.344794 47.614705),F230040099
3528 Ne 93rd St,Aid Response,4/2/23 19:15,47.695991,-122.290316,POINT (-122.290316 47.695991),F230040100
1510 Nw 52nd St,Investigate Out Of Service,4/2/23 19:17,47.666433,-122.376341,POINT (-122.376341 47.666433),F230040101
630 Boren Ave N,Activated CO Detector,4/2/23 19:22,47.624842,-122.335825,POINT (-122.335825 47.624842),F230040104
9603 California Ave Sw,Medic Response,4/2/23 19:23,47.517467,-122.387517,POINT (-122.387517 47.517467),F230040103
Warren Ave N / Florentia St,MVI - Motor Vehicle Incident,4/2/23 19:26,47.646888,-122.354503,POINT (-122.354503 47.646888),F230040105
9416 1st Ave Ne,Investigate Out Of Service,4/2/23 19:27,47.696959,-122.328446,POINT (-122.328446 47.696959),F230040106
1420 E Pine St,Fuel Spill,4/2/23 19:31,47.615283,-122.313941,POINT (-122.313941 47.615283),F230040108
12002 Roosevelt Way Ne,Aid Response,4/2/23 19:31,47.71583,-122.318021,POINT (-122.318021 47.71583),F230040107
916 24th Ave,Low Acuity Response,4/2/23 19:34,47.610139,-122.301454,POINT (-122.301454 47.610139),F230040110
S Holly St / Rainier Ave S,Aid Response,4/2/23 19:35,47.542476,-122.272808,POINT (-122.272808 47.542476),F230040111
4629 21st Ave Ne,Auto Fire Alarm,4/2/23 19:35,47.662432,-122.305466,POINT (-122.305466 47.662432),F230040112
747 N 135th St,Aid Response,4/2/23 19:42,47.726803,-122.347793,POINT (-122.347793 47.726803),F230040113
11th Ave E / E John St,Aid Response,4/2/23 19:53,47.619927,-122.318234,POINT (-122.318234 47.619927),F230040115
Winslow Pl N / N 36th St,Triaged Incident,4/2/23 19:54,47.650855,-122.346644,POINT (-122.346644 47.650855),F230040116
302 Ne Northgate Way,Aid Response,4/2/23 19:59,47.708611,-122.325928,POINT (-122.325928 47.708611),F230040117
2315 Ne 65th St,Aid Response,4/2/23 20:04,47.675775,-122.302579,POINT (-122.302579 47.675775),F230040119
2119 3rd Ave,Aid Response,4/2/23 20:06,47.613308,-122.342432,POINT (-122.342432 47.613308),F230040120
1511 7th Ave,Aid Response,4/2/23 20:09,47.611707,-122.333447,POINT (-122.333447 47.611707),F230040121
9201 Rainier Ave S,Crisis Center,4/2/23 20:12,47.52101,-122.269997,POINT (-122.269997 47.52101),F230040124
Rainier Ave S / S Rose St,Aid Response,4/2/23 20:16,47.52913,-122.269987,POINT (-122.269987 47.52913),F230040125
8323 RAINIER AVE S,Aid Response,4/2/23 20:16,47.528857,-122.269987,POINT (-122.269987 47.528857),F230040126
3405 Sw 108th St,Aid Response,4/2/23 20:17,47.506397,-122.374617,POINT (-122.374617 47.506397),F230040127
14027 Lake City Way Ne,Aid Response,4/2/23 20:24,47.730274,-122.292316,POINT (-122.292316 47.730274),F230040128
4523 4th Ave Ne,Aid Response,4/2/23 20:25,47.661541,-122.324033,POINT (-122.324033 47.661541),F230040129
5968 Rainier Ave S,Medic Response,4/2/23 20:26,47.548785,-122.276963,POINT (-122.276963 47.548785),F230040130
9452 18th Ave Sw,1RED 1 Unit,4/2/23 20:27,47.518714,-122.357842,POINT (-122.357842 47.518714),F230040131
5634 Fauntleroy Way Sw,Aid Response,4/2/23 20:45,47.551854,-122.381654,POINT (-122.381654 47.551854),F230040132
35th Ave Sw / Sw Avalon Way,Crisis Center,4/2/23 20:46,47.564075,-122.376191,POINT (-122.376191 47.564075),F230040133
14TH AVE / E SPRUCE ST,Aid Response,4/2/23 20:54,47.60351,-122.31419,POINT (-122.31419 47.60351),F230040135
417 8th Ave S,1RED 1 Unit,4/2/23 20:59,47.599041,-122.322446,POINT (-122.322446 47.599041),F230040137
2324 Bonair Pl Sw,Nurseline/AMR,4/2/23 21:01,47.583109,-122.400693,POINT (-122.400693 47.583109),F230040139
7019 47th Ave Sw,Aid Response,4/2/23 21:01,47.540061,-122.393071,POINT (-122.393071 47.540061),F230040138
525 25th Ave S,Medic Response- Overdose,4/2/23 21:03,47.597929,-122.299923,POINT (-122.299923 47.597929),F230040140
1265 S MAIN ST,Aid Response,4/2/23 21:04,47.600008,-122.315539,POINT (-122.315539 47.600008),F230040141
5614 22nd Ave Nw,Illegal Burn,4/2/23 21:06,47.669551,-122.384743,POINT (-122.384743 47.669551),F230040142
6100 26th Ave Nw,Nurseline/AMR,4/2/23 21:08,47.673107,-122.390139,POINT (-122.390139 47.673107),F230040143
Fremont Ave N / N 85th St,Aid Response,4/2/23 21:10,47.690579,-122.349912,POINT (-122.349912 47.690579),F230040145
1120 N 93rd St,Aid Response,4/2/23 21:11,47.696359,-122.344319,POINT (-122.344319 47.696359),F230040147
6th Ave S / S Lucile St,Car Fire,4/2/23 21:18,47.553384,-122.326875,POINT (-122.326875 47.553384),F230040148
5001 California Ave Sw,Medic Response,4/2/23 21:21,47.557487,-122.386883,POINT (-122.386883 47.557487),F230040149
318 2nd Ave Et S,Aid Response,4/2/23 21:35,47.600194,-122.330541,POINT (-122.330541 47.600194),F230040152
750 Crockett St,Alarm Bell,4/2/23 21:38,47.637851,-122.342439,POINT (-122.342439 47.637851),F230040153
1200 Ne 42nd St,Natural Gas Leak,4/2/23 21:45,47.658342,-122.31552,POINT (-122.31552 47.658342),F230040154
318 2nd Ave Et S,Aid Response,4/2/23 21:48,47.600194,-122.330541,POINT (-122.330541 47.600194),F230040155
160 20th Ave,Nurseline/AMR,4/2/23 21:56,47.602801,-122.30635,POINT (-122.30635 47.602801),F230040156
6940 37th Ave S,Aid Response,4/2/23 22:01,47.540295,-122.286233,POINT (-122.286233 47.540295),F230040157
2101 S Grand St,Aid Response,4/2/23 22:02,47.586911,-122.305476,POINT (-122.305476 47.586911),F230040158
4800 Sand Point Way Ne,Aid Response Yellow,4/2/23 22:07,47.664275,-122.283475,POINT (-122.283475 47.664275),F230040159
1811 Eastlake Ave,Aid Response,4/2/23 22:08,47.618002,-122.329182,POINT (-122.329182 47.618002),F230040160
5727 Renton Ave S,Aid Response,4/2/23 22:12,47.551016,-122.284995,POINT (-122.284995 47.551016),F230040161
6TH AVE S / S MASSACHUSETTS ST,Aid Response,4/2/23 22:12,47.588226,-122.32597,POINT (-122.32597 47.588226),F230040162
1700 Summit Ave,Auto Fire Alarm,4/2/23 22:15,47.616342,-122.325543,POINT (-122.325543 47.616342),F230040163
4501 12th Ave Ne,Auto Fire Alarm,4/2/23 22:16,47.661285,-122.315442,POINT (-122.315442 47.661285),F230040164
3000 Sw Avalon Way,Aid Response,4/2/23 22:20,47.567609,-122.370765,POINT (-122.370765 47.567609),F230040165
1311 S Massachusetts St,Auto Fire Alarm,4/2/23 22:22,47.588437,-122.315855,POINT (-122.315855 47.588437),F230040166
2020 17th Ave S,Medic Response,4/2/23 22:26,47.58532,-122.310763,POINT (-122.310763 47.58532),F230040167
7th Ave Ne / Ne 45th St,Rubbish Fire,4/2/23 22:27,47.661319,-122.320728,POINT (-122.320728 47.661319),F230040170
7th Ave Ne / Ne 45th St,Rubbish Fire,4/2/23 22:27,47.661319,-122.320728,POINT (-122.320728 47.661319),F230040168
171 12th Ave,Auto Fire Alarm,4/2/23 22:29,47.603031,-122.316782,POINT (-122.316782 47.603031),F230040171
5968 Rainier Ave S,Aid Response,4/2/23 22:30,47.548785,-122.276963,POINT (-122.276963 47.548785),F230040172
2709 3rd Ave,Aid Response,4/2/23 22:30,47.617176,-122.348974,POINT (-122.348974 47.617176),F230040173
6600 Roosevelt Way Ne,Aid Response,4/2/23 22:31,47.676554,-122.317373,POINT (-122.317373 47.676554),F230040174
3610 33rd Ave S,Nurseline/AMR,4/2/23 22:40,47.571499,-122.290999,POINT (-122.290999 47.571499),F230040175
1811 Eastlake Ave,Aid Response,4/2/23 22:41,47.618002,-122.329182,POINT (-122.329182 47.618002),F230040176
901 Pine St,Aid Response,4/2/23 22:48,47.613533,-122.332031,POINT (-122.332031 47.613533),F230040178
1133 N 92nd St,Aid Response,4/2/23 23:05,47.695631,-122.344133,POINT (-122.344133 47.695631),F230040182
Rainier Ave S / S Adams St,Aid Response,4/2/23 23:10,47.56565,-122.288612,POINT (-122.288612 47.56565),F230040183
118 Bell St,Aid Response,4/2/23 23:11,47.613497,-122.346355,POINT (-122.346355 47.613497),F230040185
1726 Summit Ave,Water Job Minor,4/2/23 23:28,47.616699,-122.325548,POINT (-122.325548 47.616699),F230040186
106 Bell St,Nurseline/AMR,4/2/23 23:37,47.613416,-122.34646,POINT (-122.34646 47.613416),F230040189
410 2nd Av Et S,Aid Response,4/2/23 23:41,47.60122,-122.33113,POINT (-122.33113 47.60122),F230040190
12517 33rd Ave Ne,Medic Response,4/2/23 23:51,47.719378,-122.292729,POINT (-122.292729 47.719378),F230040191
3100 Fairview Ave E,Aid Response,4/2/23 23:59,47.649148,-122.32447,POINT (-122.32447 47.649148),F230040192
423 Maynard Ave S,Illegal Burn,4/3/23 0:09,47.598994,-122.325056,POINT (-122.325056 47.598994),F230040195
1331 S Hudson St,Aid Response,4/3/23 0:11,47.557146,-122.315692,POINT (-122.315692 47.557146),F230040196
320 39th Ave E,Medic Response,4/3/23 0:15,47.621511,-122.283019,POINT (-122.283019 47.621511),F230040197
2312 3rd Ave,Medic Response,4/3/23 0:18,47.614791,-122.34494,POINT (-122.34494 47.614791),F230040198
320 Cedar St,Aid Response,4/3/23 0:22,47.617267,-122.348723,POINT (-122.348723 47.617267),F230040199
7531 11th Ave Ne,Illegal Burn,4/3/23 0:22,47.684085,-122.316236,POINT (-122.316236 47.684085),F230040200
14115 Aurora Ave N,Aid Response,4/3/23 0:55,47.731129,-122.345064,POINT (-122.345064 47.731129),F230040202
710 Cherry St,Nurseline/AMR,4/3/23 0:57,47.605387,-122.327511,POINT (-122.327511 47.605387),F230040203
1430 2nd Ave,Rubbish Fire,4/3/23 1:01,47.608586,-122.338264,POINT (-122.338264 47.608586),F230040204
607 Maynard Ave S,Auto Fire Alarm,4/3/23 1:11,47.597453,-122.325062,POINT (-122.325062 47.597453),F230040206
4600 36th Ave Sw,Investigate Out Of Service,4/3/23 1:18,47.562035,-122.377452,POINT (-122.377452 47.562035),F230040207
8580 Greenwood Ave N,Aid Response,4/3/23 1:25,47.691712,-122.35531,POINT (-122.35531 47.691712),F230040208
1601 15th Ave W,Scenes Of Violence 7,4/3/23 1:27,47.633499,-122.376195,POINT (-122.376195 47.633499),F230040209
6940 62nd Ave Ne,Aid Response,4/3/23 1:39,47.678821,-122.262227,POINT (-122.262227 47.678821),F230040210
8345 15th Ave Nw,Illegal Burn,4/3/23 1:43,47.689147,-122.3768,POINT (-122.3768 47.689147),F230040211
4519 Sw Spokane St,Aid Response,4/3/23 1:49,47.572044,-122.389685,POINT (-122.389685 47.572044),F230040212
5907 40th Ave Sw,Aid Response,4/3/23 1:51,47.549998,-122.383094,POINT (-122.383094 47.549998),F230040213
Ne 130th St / Lake City Way Ne,Medic Response,4/3/23 1:51,47.722899,-122.293194,POINT (-122.293194 47.722899),F230040214
101 Nickerson St,Triaged Incident,4/3/23 1:56,47.64865,-122.355229,POINT (-122.355229 47.64865),F230040216
300 Terry Ave N,Medic Response,4/3/23 2:09,47.620869,-122.337161,POINT (-122.337161 47.620869),F230040217
N 79th St / Ashworth Ave N,Rubbish Fire,4/3/23 2:12,47.686214,-122.3391,POINT (-122.3391 47.686214),F230040218
Holman Rd Nw / 14th Ave Nw,Nurseline/AMR,4/3/23 2:17,47.695618,-122.374103,POINT (-122.374103 47.695618),F230040220
3rd Ave S / S Main St,Aid Response,4/3/23 2:19,47.599991,-122.330342,POINT (-122.330342 47.599991),F230040221
75 S MAIN ST,Medic Response,4/3/23 2:32,47.600045,-122.33496,POINT (-122.33496 47.600045),F230040223
3623 27TH AVE S,Fire in Building,4/3/23 3:16,47.570982,-122.297807,POINT (-122.297807 47.570982),F230040226
507 Ne Northgate Way,Aid Response,4/3/23 3:22,47.708594,-122.323211,POINT (-122.323211 47.708594),F230040227
2906 S Holly St,Aid Response,4/3/23 3:30,47.54265,-122.295551,POINT (-122.295551 47.54265),F230040228
707 W Bertona St,Medic Response,4/3/23 3:33,47.650492,-122.366317,POINT (-122.366317 47.650492),F230040229
3rd Ave / Marion St,Medic Response,4/3/23 3:51,47.604911,-122.333366,POINT (-122.333366 47.604911),F230040230
4719 12th Ave Ne,Aid Response,4/3/23 3:57,47.663215,-122.315262,POINT (-122.315262 47.663215),F230040231
2208 15th Ave W,Nurseline/AMR,4/3/23 4:08,47.638695,-122.376149,POINT (-122.376149 47.638695),F230040232
Beacon Ave S / S Spokane St,Aid Response,4/3/23 4:09,47.571924,-122.308253,POINT (-122.308253 47.571924),F230040233
906 18TH AVE E,Medic Response,4/3/23 4:17,47.626905,-122.308642,POINT (-122.308642 47.626905),F230040234
97 S Main St,Aid Response,4/3/23 4:23,47.600044,-122.334219,POINT (-122.334219 47.600044),F230040235
3320 Fuhrman Ave E,Medic Response- 7 per Rule,4/3/23 4:54,47.651738,-122.321731,POINT (-122.321731 47.651738),F230040236
1911 22ND AVE S,Aid Response,4/3/23 5:06,47.586234,-122.304237,POINT (-122.304237 47.586234),F230040237
3rd Ave / Pike St,Nurseline/AMR,4/3/23 5:11,47.60975,-122.337793,POINT (-122.337793 47.60975),F230040238
803 E Denny Way,Aid Response,4/3/23 5:14,47.618733,-122.322146,POINT (-122.322146 47.618733),F230040239
1039 6th Ave S,Nurseline/AMR,4/3/23 5:23,47.593751,-122.325968,POINT (-122.325968 47.593751),F230040240
7524 35TH AVE SW,Aid Response,4/3/23 5:29,47.535284,-122.376607,POINT (-122.376607 47.535284),F230040241
415 10th Ave,Nurseline/AMR,4/3/23 5:50,47.605346,-122.319413,POINT (-122.319413 47.605346),F230040242
8334 Rainier Ave S,Auto Fire Alarm,4/3/23 5:52,47.529392,-122.269988,POINT (-122.269988 47.529392),F230040243
California Ave Sw / Sw Admiral Way,MVI - Motor Vehicle Incident,4/3/23 5:58,47.581195,-122.386546,POINT (-122.386546 47.581195),F230040244
Colorado Ave S / S Atlantic St,Encampment Fire,4/3/23 6:00,47.590398,-122.336565,POINT (-122.336565 47.590398),F230040246
7538 28th Ave Sw,Low Acuity Response,4/3/23 6:07,47.535187,-122.368473,POINT (-122.368473 47.535187),F230040252
1814 Minor Ave,Medic Response,4/3/23 6:08,47.616942,-122.330731,POINT (-122.330731 47.616942),F230040253
3034 Ne 91st St,Aid Response,4/3/23 6:12,47.694771,-122.295514,POINT (-122.295514 47.694771),F230040254
3641 2nd Ave S,Triaged Incident,4/3/23 6:12,47.571212,-122.332002,POINT (-122.332002 47.571212),F230040255
9701 Myers Way S,Aid Response,4/3/23 6:14,47.515953,-122.331862,POINT (-122.331862 47.515953),F230040257
8334 Rainier Ave S,Automatic Fire Alarm False,4/3/23 6:19,47.529392,-122.269988,POINT (-122.269988 47.529392),F230040258
12746 35th Ave Ne,Triaged Incident,4/3/23 6:21,47.722625,-122.290831,POINT (-122.290831 47.722625),F230040260
5433 Leary Ave Nw,Aid Response,4/3/23 6:26,47.667504,-122.38311,POINT (-122.38311 47.667504),F230040261
700 Broadway E,Investigate Out Of Service,4/3/23 6:33,47.625117,-122.32133,POINT (-122.32133 47.625117),F230040264
6620 Roosevelt Way Ne,Aid Response,4/3/23 6:34,47.676695,-122.317375,POINT (-122.317375 47.676695),F230040263
2020 Terry Ave,Medic Response- 7 per Rule,4/3/23 6:36,47.617198,-122.335129,POINT (-122.335129 47.617198),F230040265
1302 Ne Campus Pkwy,Nurseline/AMR,4/3/23 6:42,47.656225,-122.314395,POINT (-122.314395 47.656225),F230040266
97 S Main St,Nurseline/AMR,4/3/23 6:47,47.600044,-122.334219,POINT (-122.334219 47.600044),F230040267
9th Ave / Jefferson St,Aid Response,4/3/23 6:51,47.604841,-122.324097,POINT (-122.324097 47.604841),F230040268
113 23rd Ave S,Medic Response,4/3/23 6:52,47.601601,-122.302284,POINT (-122.302284 47.601601),F230040270
113 23rd Ave S,Triaged Incident,4/3/23 6:52,47.601601,-122.302284,POINT (-122.302284 47.601601),F230040272
3623 27th Ave S,FIREWATCH,4/3/23 6:53,47.570982,-122.297807,POINT (-122.297807 47.570982),F230040271
3641 2nd Ave S,Triaged Incident,4/3/23 6:55,47.571212,-122.332002,POINT (-122.332002 47.571212),F230040274
11536 7th Ave Ne,Aid Response,4/3/23 6:56,47.712605,-122.322024,POINT (-122.322024 47.712605),F230040275
1911 22nd Ave S,Triaged Incident,4/3/23 6:59,47.586234,-122.304237,POINT (-122.304237 47.586234),F230040276
2925 Fairview Ave E,Aid Response,4/3/23 7:01,47.647083,-122.325964,POINT (-122.325964 47.647083),F230040277
10200 1st Ave Ne,Aid Response,4/3/23 7:08,47.702577,-122.328518,POINT (-122.328518 47.702577),F230040279
7TH AVE NE / NE 45TH ST,Illegal Burn,4/3/23 7:11,47.661319,-122.320728,POINT (-122.320728 47.661319),F230040280
9412 51st Ave S,Low Acuity Response,4/3/23 7:14,47.517788,-122.270012,POINT (-122.270012 47.517788),F230040281
9200 2nd Ave Sw,Aid Response,4/3/23 7:15,47.521244,-122.336301,POINT (-122.336301 47.521244),F230040282
7524 35th Ave Sw,Aid Response,4/3/23 7:50,47.535284,-122.376607,POINT (-122.376607 47.535284),F230040284
525 Minor Ave N,Aid Response,4/3/23 7:56,47.623398,-122.333002,POINT (-122.333002 47.623398),F230040285
430 Minor Ave N,Low Acuity Response,4/3/23 8:06,47.622312,-122.332995,POINT (-122.332995 47.622312),F230040286
700 Stewart St,Aid Response,4/3/23 8:13,47.614288,-122.336155,POINT (-122.336155 47.614288),F230040288
330 Yale Ave N,Aid Response,4/3/23 8:14,47.621161,-122.330425,POINT (-122.330425 47.621161),F230040289
3014 NW MARKET ST,Aid Response,4/3/23 8:15,47.668642,-122.395821,POINT (-122.395821 47.668642),F230040290
2315 Ne 86th St,Aid Response,4/3/23 8:17,47.691193,-122.304005,POINT (-122.304005 47.691193),F230040291
NB I5 AT MID BOEING FIELD,Car Fire Freeway,4/3/23 8:20,47.509956,-122.282966,POINT (-122.282966 47.509956),F230040293
5701 22nd Ave Nw,Medic Response,4/3/23 8:23,47.670183,-122.384743,POINT (-122.384743 47.670183),F230040294
39th Ave S / S Othello St,MVI - Motor Vehicle Incident,4/3/23 8:27,47.537046,-122.283397,POINT (-122.283397 47.537046),F230040296
M L King Jr Way S / S Othello St,MVI - Motor Vehicle Incident,4/3/23 8:27,47.537042,-122.281293,POINT (-122.281293 47.537042),F230040295
1911 22nd Ave S,Rescue Elevator,4/3/23 8:34,47.586234,-122.304237,POINT (-122.304237 47.586234),F230040298
4545 Sand Point Way Ne,Aid Response,4/3/23 8:39,47.661626,-122.28653,POINT (-122.28653 47.661626),F230040300
12505 Greenwood Ave N,Nurseline/AMR,4/3/23 8:42,47.719638,-122.355539,POINT (-122.355539 47.719638),F230040301
1715 Victoria Ave Sw,Hang-Up- Aid,4/3/23 8:43,47.587914,-122.38103,POINT (-122.38103 47.587914),F230040302
2208 15th Ave W,Aid Response,4/3/23 8:47,47.638695,-122.376149,POINT (-122.376149 47.638695),F230040303
2119 3rd Ave,Aid Response,4/3/23 8:49,47.613308,-122.342432,POINT (-122.342432 47.613308),F230040304
4007 52nd Ave Sw,1RED 1 Unit,4/3/23 8:56,47.568399,-122.39881,POINT (-122.39881 47.568399),F230040305
1922 9th Ave,Low Acuity Response,4/3/23 9:01,47.615781,-122.334715,POINT (-122.334715 47.615781),F230040306
216 N 112th St,Aid Response,4/3/23 9:01,47.710534,-122.356613,POINT (-122.356613 47.710534),F230040307
1421 Minor Ave,Aid Response,4/3/23 9:03,47.613146,-122.327096,POINT (-122.327096 47.613146),F230040308
2419 S Graham St,Aid Response,4/3/23 9:19,47.546416,-122.301988,POINT (-122.301988 47.546416),F230040309
1869 16th Ave,Illegal Burn,4/3/23 9:20,47.618241,-122.311444,POINT (-122.311444 47.618241),F230040310
121 Lakeside Ave,Aid Response,4/3/23 9:21,47.601934,-122.285232,POINT (-122.285232 47.601934),F230040311
5300 24th Ave Ne,Aid Response,4/3/23 9:23,47.66707,-122.301946,POINT (-122.301946 47.66707),F230040313
6419 29th Ave Sw,Aid Response,4/3/23 9:25,47.545601,-122.369542,POINT (-122.369542 47.545601),F230040314
4052 Sw Donovan St,Aid Response,4/3/23 9:27,47.525229,-122.384288,POINT (-122.384288 47.525229),F230040315
5601 California Ave Sw,Nurseline/AMR,4/3/23 9:29,47.552104,-122.387038,POINT (-122.387038 47.552104),F230040316
503 S Trenton St,Aid Response,4/3/23 9:30,47.524781,-122.328187,POINT (-122.328187 47.524781),F230040317
505 5th Ave S,Auto Fire Alarm,4/3/23 9:34,47.598313,-122.327671,POINT (-122.327671 47.598313),F230040319
118 Nw 83rd St,Aid Response,4/3/23 9:35,47.689112,-122.358206,POINT (-122.358206 47.689112),F230040320
4516 15th Ave Ne,Aid Response,4/3/23 9:37,47.6614,-122.311991,POINT (-122.311991 47.6614),F230040321
9000 Rainier Ave S,Aid Response,4/3/23 9:43,47.523307,-122.269986,POINT (-122.269986 47.523307),F230040322
302 Ne Northgate Way,Nurseline/AMR,4/3/23 9:45,47.708611,-122.325928,POINT (-122.325928 47.708611),F230040323
1011 S Weller St,Aid Response,4/3/23 9:46,47.597509,-122.319511,POINT (-122.319511 47.597509),F230040324
509 3rd Ave,Medic Response,4/3/23 9:48,47.602114,-122.330809,POINT (-122.330809 47.602114),F230040325
