Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
5444 Delridge Way Sw,4RED - 2 + 1 + 1,1/19/23 11:52,47.553321,-122.362969,POINT (-122.362969 47.553321),F230008246
1111 Expedia Group Way W,Aid Response,1/19/23 11:54,47.628223,-122.373562,POINT (-122.373562 47.628223),F230008248
5015 40th Ave Sw,Aid Response,1/19/23 12:00,47.55734,-122.382824,POINT (-122.382824 47.55734),F230008249
Airport Way S / S Industrial Way,Encampment Fire,1/19/23 12:01,47.564519,-122.322797,POINT (-122.322797 47.564519),F230008251
Ne 63rd St / Roosevelt Way Ne,Aid Response,1/19/23 12:02,47.674157,-122.317363,POINT (-122.317363 47.674157),F230008250
10330 Meridian Ave N,Medic Response- 7 per Rule,1/19/23 12:05,47.703486,-122.333907,POINT (-122.333907 47.703486),F230008252
3025 Ne 137th St,Low Acuity Response,1/19/23 12:07,47.727922,-122.296068,POINT (-122.296068 47.727922),F230008253
1000 S Myrtle St,Aid Response,1/19/23 12:10,47.539432,-122.320383,POINT (-122.320383 47.539432),F230008254
800 Jefferson St,Aid Response,1/19/23 12:13,47.604377,-122.325207,POINT (-122.325207 47.604377),F230008255
Meridian Ave N / N Northgate Way,Aid Response,1/19/23 12:20,47.708663,-122.333993,POINT (-122.333993 47.708663),F230008256
UNIVERSITY WAY NE / NE 47TH ST,Medic Response,1/19/23 12:21,47.663092,-122.313102,POINT (-122.313102 47.663092),F230008257
4708 S Bond St,Aid Response,1/19/23 12:22,47.514284,-122.273491,POINT (-122.273491 47.514284),F230008258
3906 Sw Lander St,Investigate Out Of Service,1/19/23 12:23,47.579291,-122.381468,POINT (-122.381468 47.579291),F230008259
901 5th Ave N,Aid Response,1/19/23 12:25,47.627159,-122.34755,POINT (-122.34755 47.627159),F230008260
12546 33rd Ave Ne,Low Acuity Response,1/19/23 12:32,47.719585,-122.292729,POINT (-122.292729 47.719585),F230008262
11th Ave Ne / Ne 55th St,MVI - Motor Vehicle Incident,1/19/23 12:34,47.66857,-122.316286,POINT (-122.316286 47.66857),F230008263
3RD AVE / VIRGINIA ST,Aid Response,1/19/23 12:44,47.612398,-122.340892,POINT (-122.340892 47.612398),F230008265
800 Jefferson St,Auto Fire Alarm,1/19/23 12:47,47.604377,-122.325207,POINT (-122.325207 47.604377),F230008267
1522 E Madison St,Fuel Spill,1/19/23 12:51,47.614622,-122.312476,POINT (-122.312476 47.614622),F230008269
2411 8th Ave W,Low Acuity Response,1/19/23 12:53,47.63971,-122.367625,POINT (-122.367625 47.63971),F230008270
2631 30th Ave W,Aid Response,1/19/23 12:58,47.643409,-122.395626,POINT (-122.395626 47.643409),F230008271
464 12th Ave,Aid Response,1/19/23 12:59,47.605944,-122.31678,POINT (-122.31678 47.605944),F230008272
1701 18th Ave S,Aid Response,1/19/23 13:05,47.588414,-122.309467,POINT (-122.309467 47.588414),F230008273
12318 15th Ave Ne,Aid Response,1/19/23 13:05,47.717758,-122.312622,POINT (-122.312622 47.717758),F230008275
6226 Sand Point Way Ne,Aid Response,1/19/23 13:05,47.67372,-122.265871,POINT (-122.265871 47.67372),F230008274
8061 Lakemont Dr Ne,Medic Response,1/19/23 13:06,47.68707,-122.272972,POINT (-122.272972 47.68707),F230008276
157 Roy St,Aid Response,1/19/23 13:06,47.625446,-122.353901,POINT (-122.353901 47.625446),F230008277
6501 East Marginal Way S,Aid Response,1/19/23 13:08,47.544874,-122.331295,POINT (-122.331295 47.544874),F230008278
1819 N 135th St,Auto Fire Alarm,1/19/23 13:12,47.726854,-122.336644,POINT (-122.336644 47.726854),F230008280
1819 N 135TH ST,Auto Fire Alarm,1/19/23 13:16,47.726854,-122.336644,POINT (-122.336644 47.726854),F230008281
2121 26th Ave S,AFA4 - Auto Alarm 2 + 1 + 1,1/19/23 13:20,47.584234,-122.299024,POINT (-122.299024 47.584234),F230008282
333 Dexter Ave N,Fuel Spill,1/19/23 13:25,47.621269,-122.342379,POINT (-122.342379 47.621269),F230008284
9903 64th Ave S,Medic Response,1/19/23 13:27,47.512955,-122.253506,POINT (-122.253506 47.512955),F230008285
2000 31st Ave S,Aid Response,1/19/23 13:29,47.585152,-122.292998,POINT (-122.292998 47.585152),F230008286
5149 S Graham St,Auto Fire Alarm,1/19/23 13:34,47.546067,-122.267808,POINT (-122.267808 47.546067),F230008288
1819 N 135th St,Aid Response,1/19/23 13:35,47.726854,-122.336644,POINT (-122.336644 47.726854),F230008290
111 Cedar St,Aid Response,1/19/23 13:38,47.615877,-122.35052,POINT (-122.35052 47.615877),F230008291
610 2nd Ave N,Medic Response,1/19/23 13:42,47.624653,-122.352791,POINT (-122.352791 47.624653),F230008292
210 8th Ave N,Rescue Elevator,1/19/23 13:43,47.619822,-122.341086,POINT (-122.341086 47.619822),F230008293
4012 S Holden St,Low Acuity Response,1/19/23 13:46,47.533367,-122.281327,POINT (-122.281327 47.533367),F230008295
6620 Roosevelt Way Ne,Aid Response,1/19/23 13:53,47.676695,-122.317375,POINT (-122.317375 47.676695),F230008296
6870 62ND AVE NE,Aid Response,1/19/23 14:03,47.678321,-122.26222,POINT (-122.26222 47.678321),F230008298
2611 S Dearborn St,Auto Fire Alarm,1/19/23 14:05,47.595541,-122.298643,POINT (-122.298643 47.595541),F230008299
610 2nd Ave N,Aid Response,1/19/23 14:05,47.624653,-122.352791,POINT (-122.352791 47.624653),F230008300
925 S Nebraska St,Aid Response,1/19/23 14:07,47.549061,-122.320051,POINT (-122.320051 47.549061),F230008301
5119 S Angeline St,Nurseline/AMR,1/19/23 14:12,47.559421,-122.269194,POINT (-122.269194 47.559421),F230008303
1536 N 115th St,Medic Response,1/19/23 14:14,47.712306,-122.339738,POINT (-122.339738 47.712306),F230008304
4831 35th Ave Sw,Aid Response,1/19/23 14:17,47.558988,-122.376234,POINT (-122.376234 47.558988),F230008305
1536 N 115th St,Medic Response,1/19/23 14:20,47.712306,-122.339738,POINT (-122.339738 47.712306),F230008306
1525 34th Ave,Aid Response,1/19/23 14:28,47.614333,-122.289265,POINT (-122.289265 47.614333),F230008308
3rd Ave / Pike St,Medic Response- Overdose,1/19/23 14:28,47.60975,-122.337793,POINT (-122.337793 47.60975),F230008309
3rd Ave / Madison St,Aid Response,1/19/23 14:30,47.605624,-122.334019,POINT (-122.334019 47.605624),F230008310
2139 Ferry Ave Sw,Investigate Out Of Service,1/19/23 14:32,47.58474,-122.387914,POINT (-122.387914 47.58474),F230008311
8738 23rd Ave Nw,Aid Response,1/19/23 14:37,47.692138,-122.385003,POINT (-122.385003 47.692138),F230008312
3rd Ave / Pike St,Aid Response,1/19/23 14:50,47.60975,-122.337793,POINT (-122.337793 47.60975),F230008313
3900 Sw Alaska St,Unk Odor,1/19/23 14:54,47.561107,-122.381456,POINT (-122.381456 47.561107),F230008315
3710 27th Pl W,Nurseline/AMR,1/19/23 14:57,47.653376,-122.391366,POINT (-122.391366 47.653376),F230008318
9709 3rd Ave Ne,Aid Response,1/19/23 15:05,47.69922,-122.325766,POINT (-122.325766 47.69922),F230008319
10510 5th Ave Ne,Medic Response- 7 per Rule,1/19/23 15:09,47.705079,-122.323174,POINT (-122.323174 47.705079),F230008321
10510 5th Ave Ne,Medic Response- 7 per Rule,1/19/23 15:12,47.705079,-122.323174,POINT (-122.323174 47.705079),F230008322
116 Stewart St,Triaged Incident,1/19/23 15:13,47.610387,-122.341198,POINT (-122.341198 47.610387),F230008323
10510 5th Ave Ne,Medic Response,1/19/23 15:13,47.705079,-122.323174,POINT (-122.323174 47.705079),F230008324
742 S Concord St,Low Acuity Response,1/19/23 15:13,47.523921,-122.324485,POINT (-122.324485 47.523921),F230008325
23rd Ave S / Rainier Ave S,1RED 1 Unit,1/19/23 15:20,47.584542,-122.30291,POINT (-122.30291 47.584542),F230008326
12755 Greenwood Ave N,Aid Response Yellow,1/19/23 15:21,47.721747,-122.355544,POINT (-122.355544 47.721747),F230008327
10510 5th Ave Ne,Triaged Incident,1/19/23 15:21,47.705079,-122.323174,POINT (-122.323174 47.705079),F230008328
4218 46th Ave S,Low Acuity Response,1/19/23 15:22,47.565169,-122.275758,POINT (-122.275758 47.565169),F230008329
4750 15th Ave Ne,Aid Response,1/19/23 15:22,47.663381,-122.311961,POINT (-122.311961 47.663381),F230008330
5052 25th Ave Sw,Aid Response,1/19/23 15:25,47.556896,-122.364264,POINT (-122.364264 47.556896),F230008331
3700 S Alaska St,Encampment Fire,1/19/23 15:25,47.560748,-122.287027,POINT (-122.287027 47.560748),F230008333
10548 5th Ave Ne,Triaged Incident,1/19/23 15:26,47.705596,-122.323189,POINT (-122.323189 47.705596),F230008332
5270 Rainier Ave S,Aid Response,1/19/23 15:28,47.554937,-122.282393,POINT (-122.282393 47.554937),F230008334
1515 Belmont Ave,Aid Response,1/19/23 15:31,47.614256,-122.32446,POINT (-122.32446 47.614256),F230008336
94 Bay St,Aid Response,1/19/23 15:33,47.618412,-122.355206,POINT (-122.355206 47.618412),F230008337
755 Nw 70th St,Nurseline/AMR,1/19/23 15:39,47.679553,-122.365569,POINT (-122.365569 47.679553),F230008338
1936 Eastlake Ave E,Aid Response,1/19/23 15:49,47.636192,-122.325698,POINT (-122.325698 47.636192),F230008340
3500 25th Ave W,Aid Response,1/19/23 15:52,47.65153,-122.388739,POINT (-122.388739 47.65153),F230008342
PIKE PL / STEWART ST,Aid Response,1/19/23 15:52,47.609634,-122.342172,POINT (-122.342172 47.609634),F230008341
401 S Jackson St,Aid Response,1/19/23 15:58,47.599197,-122.328955,POINT (-122.328955 47.599197),F230008343
13516 23rd Pl Ne,Medic Response,1/19/23 16:02,47.726707,-122.303259,POINT (-122.303259 47.726707),F230008344
804 9th Ave,Aid Response,1/19/23 16:03,47.607004,-122.326076,POINT (-122.326076 47.607004),F230008345
3934 Corliss Ave N,Medic Response- Overdose,1/19/23 16:11,47.65473,-122.331449,POINT (-122.331449 47.65473),F230008346
1825 31st Ave,Automatic Fire Alarm Resd,1/19/23 16:11,47.617916,-122.292366,POINT (-122.292366 47.617916),F230008348
509 3rd Ave,Auto Fire Alarm,1/19/23 16:11,47.602114,-122.330809,POINT (-122.330809 47.602114),F230008347
2140 N Northgate Way,Aid Response,1/19/23 16:14,47.708659,-122.333457,POINT (-122.333457 47.708659),F230008349
1423 1st Ave,Medic Response,1/19/23 16:16,47.608051,-122.339309,POINT (-122.339309 47.608051),F230008350
Rainier Ave S / S Orchard St,Aid Response,1/19/23 16:19,47.538277,-122.27058,POINT (-122.27058 47.538277),F230008351
714 E Pike St,Aid Response,1/19/23 16:20,47.614052,-122.323219,POINT (-122.323219 47.614052),F230008352
101 Stewart St,Auto Fire Alarm,1/19/23 16:32,47.610282,-122.341334,POINT (-122.341334 47.610282),F230008355
9400 Rainier Ave S,Aid Response,1/19/23 16:34,47.519834,-122.26509,POINT (-122.26509 47.519834),F230008356
8915 14th Ave S,Aid Response,1/19/23 16:38,47.523762,-122.314955,POINT (-122.314955 47.523762),F230008357
21ST AVE SW / SW HENDERSON ST,Aid Response,1/19/23 16:39,47.522861,-122.360494,POINT (-122.360494 47.522861),F230008358
4TH AVE / PINE ST,Aid Response,1/19/23 16:42,47.611207,-122.337592,POINT (-122.337592 47.611207),F230008359
1221 Madison St,Aid Response,1/19/23 16:44,47.609902,-122.323791,POINT (-122.323791 47.609902),F230008360
2008 Westlake Ave,Aid Response,1/19/23 16:51,47.615007,-122.337781,POINT (-122.337781 47.615007),F230008361
12501 Greenwood Ave N,Aid Response,1/19/23 16:51,47.719601,-122.355539,POINT (-122.355539 47.719601),F230008362
157 Roy St,Aid Response,1/19/23 16:53,47.625446,-122.353901,POINT (-122.353901 47.625446),F230008363
9136 Spear Pl S,Automatic Fire Alarm Resd,1/19/23 16:54,47.521305,-122.275748,POINT (-122.275748 47.521305),F230008365
5052 25th Ave Sw,Aid Response,1/19/23 16:57,47.556896,-122.364264,POINT (-122.364264 47.556896),F230008364
5530 16th Ave S,Aid Response,1/19/23 16:58,47.553218,-122.312301,POINT (-122.312301 47.553218),F230008366
3rd Ave S / S Holgate St,Aid Response,1/19/23 17:00,47.58617,-122.329979,POINT (-122.329979 47.58617),F230008367
1029 S Jackson St,Auto Fire Alarm,1/19/23 17:01,47.599184,-122.319285,POINT (-122.319285 47.599184),F230008368
4915 LAKE WASHINGTON BLVD S,Investigate Out Of Service,1/19/23 17:03,47.558106,-122.26319,POINT (-122.26319 47.558106),F230008369
5026 Pullman Ave Ne,Aid Response,1/19/23 17:09,47.669414,-122.273677,POINT (-122.273677 47.669414),F230008370
1633 34th Ave,Aid Response,1/19/23 17:10,47.615628,-122.289228,POINT (-122.289228 47.615628),F230008371
6208 54th Ave Ne,Aid Response,1/19/23 17:15,47.673607,-122.269352,POINT (-122.269352 47.673607),F230008373
1701 20th Ave S,Aid Response,1/19/23 17:15,47.588399,-122.306234,POINT (-122.306234 47.588399),F230008374
811 Maynard Ave S,Aid Response,1/19/23 17:27,47.595741,-122.325068,POINT (-122.325068 47.595741),F230008376
730 N 101st St,Alarm Bell,1/19/23 17:33,47.702169,-122.349634,POINT (-122.349634 47.702169),F230008377
5727 S Upland Rd,Automatic Fire Alarm Resd,1/19/23 17:45,47.548244,-122.261534,POINT (-122.261534 47.548244),F230008378
730 N 101st St,Investigate Out Of Service,1/19/23 17:51,47.702169,-122.349634,POINT (-122.349634 47.702169),F230008379
4831 35th Ave Sw,Nurseline/AMR,1/19/23 17:56,47.558988,-122.376234,POINT (-122.376234 47.558988),F230008380
1106 Pike St,Aid Response,1/19/23 17:57,47.613494,-122.328845,POINT (-122.328845 47.613494),F230008381
300 Union St,Rubbish Fire,1/19/23 18:01,47.608756,-122.336885,POINT (-122.336885 47.608756),F230008383
106 Bell St,Aid Response,1/19/23 18:01,47.613416,-122.34646,POINT (-122.34646 47.613416),F230008382
Meridian Ave N / N Northgate Way,Medic Response- 6 per Rule,1/19/23 18:06,47.708663,-122.333993,POINT (-122.333993 47.708663),F230008384
1537 Nw 56th St,Aid Response,1/19/23 18:10,47.669443,-122.376699,POINT (-122.376699 47.669443),F230008387
334 1st Ave N,EVENT - Special Event,1/19/23 18:14,47.621329,-122.355431,POINT (-122.355431 47.621329),F230008388
520 S Cloverdale St,Aid Response,1/19/23 18:15,47.52648,-122.327935,POINT (-122.327935 47.52648),F230008389
6004 31st Ave Sw,Aid Response,1/19/23 18:20,47.548281,-122.37207,POINT (-122.37207 47.548281),F230008390
6318 29th Ave Sw,Alarm Bell,1/19/23 18:22,47.546899,-122.369965,POINT (-122.369965 47.546899),F230008391
2nd Ave / Seneca St,Aid Response,1/19/23 18:24,47.606586,-122.336434,POINT (-122.336434 47.606586),F230008392
2008 Westlake Ave,Triaged Incident,1/19/23 18:29,47.615007,-122.337781,POINT (-122.337781 47.615007),F230008393
4117 25th Ave Sw,MVI - Motor Vehicle Incident,1/19/23 18:32,47.566005,-122.364364,POINT (-122.364364 47.566005),F230008395
6620 Roosevelt Way Ne,Nurseline/AMR,1/19/23 18:42,47.676695,-122.317375,POINT (-122.317375 47.676695),F230008397
Denny Way / Vine St,Rubbish Fire,1/19/23 18:49,47.618562,-122.345366,POINT (-122.345366 47.618562),F230008398
5th Ave S / S Washington St,Aid Response,1/19/23 18:51,47.600873,-122.32766,POINT (-122.32766 47.600873),F230008399
6717 46th Ave Sw,2RED - 1 + 1,1/19/23 18:54,47.542969,-122.392193,POINT (-122.392193 47.542969),F230008400
3211 Nw Market St,Triaged Incident,1/19/23 18:59,47.668623,-122.398461,POINT (-122.398461 47.668623),F230008401
13500 Aurora Ave N,Scenes Of Violence 7,1/19/23 19:01,47.72686,-122.345017,POINT (-122.345017 47.72686),F230008402
1100 Fairview Ave N,Auto Fire Alarm,1/19/23 19:05,47.628713,-122.330907,POINT (-122.330907 47.628713),F230008403
501 S Royal Brougham Way,Aid Response,1/19/23 19:07,47.592396,-122.327325,POINT (-122.327325 47.592396),F230008404
519 W ROY ST,Aid Response,1/19/23 19:10,47.62586,-122.363471,POINT (-122.363471 47.62586),F230008407
1700 E Madison St,Nurseline/AMR,1/19/23 19:14,47.61559,-122.310151,POINT (-122.310151 47.61559),F230008406
1100 Fairview Ave N,Auto Fire Alarm,1/19/23 19:17,47.628713,-122.330907,POINT (-122.330907 47.628713),F230008408
548 15th Ave,Triaged Incident,1/19/23 19:20,47.606628,-122.312857,POINT (-122.312857 47.606628),F230008409
548 15TH AVE,Triaged Incident,1/19/23 19:21,47.606628,-122.312857,POINT (-122.312857 47.606628),F230008412
9011 35th Ave Sw,Aid Response,1/19/23 19:21,47.522761,-122.376703,POINT (-122.376703 47.522761),F230008410
Olson Pl Sw / Sw Roxbury St,MVI - Motor Vehicle Incident,1/19/23 19:21,47.517273,-122.340131,POINT (-122.340131 47.517273),F230008411
548 15th Ave,Medic Response,1/19/23 19:23,47.606628,-122.312857,POINT (-122.312857 47.606628),F230008413
3720 Montlake Blvd Ne,Triaged Incident,1/19/23 19:28,47.649341,-122.304579,POINT (-122.304579 47.649341),F230008414
97 S Main St,Triaged Incident,1/19/23 19:32,47.600044,-122.334219,POINT (-122.334219 47.600044),F230008415
Ne 143rd St / 15th Ave Ne,Triaged Incident,1/19/23 19:43,47.732126,-122.312724,POINT (-122.312724 47.732126),F230008417
9701 Myers Way S,Medic Response,1/19/23 19:47,47.515953,-122.331862,POINT (-122.331862 47.515953),F230008418
415 10th Ave,Alarm Bell,1/19/23 19:48,47.605346,-122.319413,POINT (-122.319413 47.605346),F230008419
2800 Sw Barton St,Natural Gas Odor,1/19/23 19:50,47.521033,-122.36873,POINT (-122.36873 47.521033),F230008421
8626 26th Ave Sw,Spill- Non-Hazmat,1/19/23 19:55,47.525693,-122.36587,POINT (-122.36587 47.525693),F230008423
M L King Jr Way S / S Henderson St,MVI - Motor Vehicle Incident,1/19/23 20:06,47.523246,-122.279209,POINT (-122.279209 47.523246),F230008424
16th Ave E / E John St,Aid Response,1/19/23 20:08,47.619677,-122.311397,POINT (-122.311397 47.619677),F230008426
1000 E Pike St,Aid Response,1/19/23 20:16,47.614085,-122.319447,POINT (-122.319447 47.614085),F230008429
13758 LAKE CITY WAY NE,Alarm Bell,1/19/23 20:18,47.728637,-122.292262,POINT (-122.292262 47.728637),F230008430
4816 Delridge Way Sw,Activated CO Detector,1/19/23 20:32,47.55913,-122.362898,POINT (-122.362898 47.55913),F230008433
Ne 67th St / Roosevelt Way Ne,Rubbish Fire,1/19/23 20:33,47.677283,-122.317383,POINT (-122.317383 47.677283),F230008434
100 Crockett St,Aid Response,1/19/23 20:41,47.637416,-122.355598,POINT (-122.355598 47.637416),F230008436
11020 Greenwood Ave N,Triaged Incident,1/19/23 20:44,47.708888,-122.355482,POINT (-122.355482 47.708888),F230008437
710 Cherry St,Aid Response,1/19/23 20:44,47.605387,-122.327511,POINT (-122.327511 47.605387),F230008438
525 14th Ave E,Low Acuity Response,1/19/23 20:52,47.623391,-122.314649,POINT (-122.314649 47.623391),F230008439
13300 Stone Ave N,Aid Response,1/19/23 20:52,47.725515,-122.3423,POINT (-122.3423 47.725515),F230008440
1633 17TH AVE,Aid Response,1/19/23 20:52,47.615721,-122.310151,POINT (-122.310151 47.615721),F230008441
840 Ne 91st St,Aid Response,1/19/23 21:20,47.694936,-122.319772,POINT (-122.319772 47.694936),F230008444
1310 Minor Ave,Rescue Elevator,1/19/23 21:20,47.612036,-122.326069,POINT (-122.326069 47.612036),F230008445
2614 4th Ave,Aid Response,1/19/23 21:30,47.617316,-122.347229,POINT (-122.347229 47.617316),F230008446
509 3rd Ave,Auto Fire Alarm,1/19/23 21:30,47.602114,-122.330809,POINT (-122.330809 47.602114),F230008447
6600 Roosevelt Way Ne,1RED 1 Unit,1/19/23 21:32,47.676554,-122.317373,POINT (-122.317373 47.676554),F230008450
1911 22nd Ave S,Triaged Incident,1/19/23 21:33,47.586234,-122.304237,POINT (-122.304237 47.586234),F230008449
6060 Wellesley Way Ne,Automatic Fire Alarm Resd,1/19/23 21:33,47.673363,-122.276309,POINT (-122.276309 47.673363),F230008451
1120 8th Ave,Low Acuity Response,1/19/23 21:34,47.608796,-122.329251,POINT (-122.329251 47.608796),F230008452
409 Eastlake Ave E,Nurseline/AMR,1/19/23 21:45,47.622069,-122.32915,POINT (-122.32915 47.622069),F230008453
322 Ne 59th St,Aid Response,1/19/23 21:56,47.671548,-122.325221,POINT (-122.325221 47.671548),F230008454
937 N 96th St,Auto Fire Alarm,1/19/23 21:59,47.698721,-122.34681,POINT (-122.34681 47.698721),F230008455
5808 Princeton Ave Ne,Aid Response,1/19/23 22:04,47.67202,-122.275139,POINT (-122.275139 47.67202),F230008456
7734 57th Ave Ne,Aid Response,1/19/23 22:05,47.685183,-122.267107,POINT (-122.267107 47.685183),F230008457
2014 Nw 57th St,Aid Response,1/19/23 22:08,47.67018,-122.382305,POINT (-122.382305 47.67018),F230008458
1206 E Jefferson St,Aid Response,1/19/23 22:13,47.606203,-122.3167,POINT (-122.3167 47.606203),F230008459
9450 26th Ave Sw,Medic Response,1/19/23 22:18,47.518731,-122.365906,POINT (-122.365906 47.518731),F230008460
2709 California Ave Sw,Poison Control,1/19/23 22:20,47.579064,-122.386631,POINT (-122.386631 47.579064),F230008461
1029 S Jackson St,Medic Response- Overdose,1/19/23 22:28,47.599184,-122.319285,POINT (-122.319285 47.599184),F230008465
298 Yesler Way,Aid Response,1/19/23 22:34,47.601716,-122.330265,POINT (-122.330265 47.601716),F230008467
Lake City Way Ne / Ne 113th St,Aid Response,1/19/23 22:41,47.71042,-122.300472,POINT (-122.300472 47.71042),F230008470
3438 14th Ave W,Aid Response,1/19/23 22:50,47.650685,-122.374895,POINT (-122.374895 47.650685),F230008473
5203 11th Ave Ne,Aid Response,1/19/23 23:48,47.666455,-122.316315,POINT (-122.316315 47.666455),F230008476
509 3rd Ave,Automatic Fire Alarm False,1/19/23 23:51,47.602114,-122.330809,POINT (-122.330809 47.602114),F230008477
308 4th Ave S,Auto Fire Alarm,1/19/23 23:54,47.599968,-122.328965,POINT (-122.328965 47.599968),F230008478
555 16th Ave,Medic Response,1/19/23 23:59,47.606687,-122.31155,POINT (-122.31155 47.606687),F230008479
630 Elliott Ave W,Aid Response,1/20/23 0:01,47.625099,-122.366359,POINT (-122.366359 47.625099),F230008481
6901 M L King Jr Way S,Aid Response,1/20/23 0:02,47.540684,-122.283048,POINT (-122.283048 47.540684),F230008482
810 Virginia St,Aid Response,1/20/23 0:10,47.615789,-122.336507,POINT (-122.336507 47.615789),F230008483
100 Denny Way,Aid Response,1/20/23 0:18,47.618602,-122.355453,POINT (-122.355453 47.618602),F230008485
2nd Ave S / S Brandon St,Illegal Burn,1/20/23 0:19,47.554156,-122.33238,POINT (-122.33238 47.554156),F230008486
5447 23rd Ave Sw,Aid Response,1/20/23 0:31,47.553597,-122.361746,POINT (-122.361746 47.553597),F230008487
1st Ave Ne / Ne 80th St,MVI - Motor Vehicle Incident,1/20/23 0:46,47.68685,-122.328333,POINT (-122.328333 47.68685),F230008489
2225 4th Ave,Investigate Out Of Service,1/20/23 0:47,47.614788,-122.342952,POINT (-122.342952 47.614788),F230008491
611 W Dravus St,Aid Response,1/20/23 0:47,47.648583,-122.364958,POINT (-122.364958 47.648583),F230008490
101 Stewart St,Auto Fire Alarm,1/20/23 0:53,47.610282,-122.341334,POINT (-122.341334 47.610282),F230008492
1420 Belmont Ave,Nurseline/AMR,1/20/23 0:54,47.613202,-122.324447,POINT (-122.324447 47.613202),F230008493
721 Pine St,Aid Response,1/20/23 1:09,47.612701,-122.334021,POINT (-122.334021 47.612701),F230008494
7700 1st Ave Ne,Aid Response,1/20/23 1:13,47.685045,-122.328307,POINT (-122.328307 47.685045),F230008495
Palatine Ave N / N 85th St,Illegal Burn,1/20/23 1:16,47.690603,-122.356642,POINT (-122.356642 47.690603),F230008496
5th Ave S / S Jackson St,Aid Response,1/20/23 1:27,47.599195,-122.327667,POINT (-122.327667 47.599195),F230008497
3rd Ave / Seneca St,Illegal Burn,1/20/23 1:31,47.60705,-122.335324,POINT (-122.335324 47.60705),F230008498
317 Marion St,Aid Response,1/20/23 1:35,47.604991,-122.333174,POINT (-122.333174 47.604991),F230008499
12546 33rd Ave Ne,Low Acuity Response,1/20/23 1:47,47.719585,-122.292729,POINT (-122.292729 47.719585),F230008500
1419 2nd Ave W,Aid Response,1/20/23 1:50,47.631501,-122.359202,POINT (-122.359202 47.631501),F230008501
700 NE 42ND ST,Triaged Incident,1/20/23 1:59,47.657519,-122.320846,POINT (-122.320846 47.657519),F230008503
702 Ne 42nd St,MVI - Motor Vehicle Incident,1/20/23 1:59,47.657519,-122.320824,POINT (-122.320824 47.657519),F230008504
702 NE 42ND ST,Car Fire,1/20/23 1:59,47.657519,-122.320824,POINT (-122.320824 47.657519),F230008502
Denny Way / Broad St,Aid Response,1/20/23 2:07,47.618582,-122.350355,POINT (-122.350355 47.618582),F230008505
501 S Royal Brougham Way,Aid Response,1/20/23 2:09,47.592396,-122.327325,POINT (-122.327325 47.592396),F230008506
1216 S Spokane St,Unk Odor,1/20/23 2:09,47.571615,-122.3166,POINT (-122.3166 47.571615),F230008507
914 James St,Rubbish Fire,1/20/23 2:10,47.605621,-122.324591,POINT (-122.324591 47.605621),F230008508
2821 S Walden St,Medic Response,1/20/23 2:22,47.572163,-122.296173,POINT (-122.296173 47.572163),F230008509
2643 47th Ave Sw,Aid Response,1/20/23 2:36,47.580398,-122.391928,POINT (-122.391928 47.580398),F230008511
1700 N 90th St,Rubbish Fire,1/20/23 2:42,47.694148,-122.337827,POINT (-122.337827 47.694148),F230008512
5940 East Marginal Way S,Fuel Spill,1/20/23 2:48,47.549359,-122.334881,POINT (-122.334881 47.549359),F230008514
6314 34th Ave Sw,Medic Response- 7 per Rule,1/20/23 2:53,47.546459,-122.37505,POINT (-122.37505 47.546459),F230008515
9101 M L King Jr Way S,Medic Response,1/20/23 3:51,47.52187,-122.279647,POINT (-122.279647 47.52187),F230008519
714 S King St,Illegal Burn,1/20/23 3:54,47.598348,-122.323082,POINT (-122.323082 47.598348),F230008521
6563 32nd Ave Sw,Aid Response,1/20/23 3:56,47.54409,-122.373769,POINT (-122.373769 47.54409),F230008520
13023 Greenwood Ave N,Aid Response,1/20/23 4:00,47.723436,-122.355547,POINT (-122.355547 47.723436),F230008522
9255 Spear Pl S,Aid Response,1/20/23 4:02,47.51986,-122.273911,POINT (-122.273911 47.51986),F230008523
1220 N 45th St,Aid Response,1/20/23 4:11,47.661385,-122.342978,POINT (-122.342978 47.661385),F230008525
9101 M L King Jr Way S,Medic Response,1/20/23 4:14,47.52187,-122.279647,POINT (-122.279647 47.52187),F230008526
501 Rainier Ave S,Medic Response,1/20/23 4:55,47.598322,-122.3134,POINT (-122.3134 47.598322),F230008527
3322 S Austin St,Aid Response,1/20/23 5:14,47.534433,-122.288885,POINT (-122.288885 47.534433),F230008528
1535 S Albro Pl,Encampment Fire,1/20/23 5:23,47.547793,-122.31328,POINT (-122.31328 47.547793),F230008529
4556 UNIVERSITY WAY NE,Rubbish Fire,1/20/23 5:31,47.661775,-122.313122,POINT (-122.313122 47.661775),F230008530
3rd Ave / Pike St,Aid Response,1/20/23 5:34,47.60975,-122.337793,POINT (-122.337793 47.60975),F230008533
101 Stewart St,Auto Fire Alarm,1/20/23 5:38,47.610282,-122.341334,POINT (-122.341334 47.610282),F230008534
1001 4th Ave,Aid Response,1/20/23 5:39,47.606088,-122.332909,POINT (-122.332909 47.606088),F230008535
123,Triaged Incident,1/20/23 5:57,47.600167,-122.330113,POINT (-122.330113 47.600167),F230008536
1532 MAGNOLIA BLVD W,1RED 1 Unit,1/20/23 6:27,47.63526,-122.399862,POINT (-122.399862 47.63526),F230008537
